Price_CLP,Price_UF,Price_USD,Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,id,Realtor
1156675000,32500,1440442,LoBarnechea,Condominiolosmonjes,5,5.0,293.0,742.0,,12277413,Viel la Dehesa SPA
1064141000,29900,1325207,LoBarnechea,Golfmanquehue/cam.Loscazadores,5,5.0,294.0,818.0,,12277330,Viel la Dehesa SPA
985843000,27700,1227700,Colina,Lasbrisasdechicureo,4,4.0,296.0,5016.0,,12277290,Viel la Dehesa SPA
1103290000,31000,1373960,LoBarnechea,Lostrapensescondominio,6,4.0,282.0,875.0,,12276824,Viel la Dehesa SPA
400000000,11239,498132,LoBarnechea,Comandantemalbec,3,3.0,121.0,379.0,,12276780,Viel la Dehesa SPA
1032110000,29000,1285318,LoBarnechea,Colegiocraighouse,5,5.0,264.0,881.0,,12276710,Viel la Dehesa SPA
1085495000,30500,1351800,LoBarnechea,Elmolino,6,5.0,306.0,1137.0,5.0,12276590,Viel la Dehesa SPA
1352420000,38000,1684209,LoBarnechea,ContralmiranteFernándezVial,7,6.0,600.0,2000.0,,12276362,Viel la Dehesa SPA
1316830000,37000,1639888,LoBarnechea,CondominioLosQuillayes,7,5.0,495.0,7200.0,11.0,12276278,Viel la Dehesa SPA
889750000,25000,1108032,Vitacura,Lashualtatas,8,5.0,220.0,455.0,6.0,12275603,Viel la Dehesa SPA
1423600000,40000,1772852,LoBarnechea,Rodeo,4,4.0,328.0,924.0,6.0,12275405,Viel la Dehesa SPA
200000000,5620,249066,Cerrillos,CristobalColon//EscueladeCarabineros//Cerrillos,6,3.0,183.0,282.0,2.0,10367273,Unne
1423600000,40000,1772852,LoBarnechea,Ladehesa/elrodeo,4,3.0,236.0,936.0,5.0,12275322,Viel la Dehesa SPA
498260000,14000,620498,LoBarnechea,ElHuinganal/ElRodeo,4,3.0,150.0,315.0,,12275292,Viel la Dehesa SPA
52317300,1470,65152,Cerrillos,LoValledor/Buzeta,2,1.0,100.0,120.0,1.0,8414469,Unne
850000000,23883,1058531,Maipú,SanMartínconBernardooHiggins,6,2.0,300.0,1500.0,5.0,10904536,Unne
565881000,15900,704709,Vitacura,Arturoureta-lashualtatasmll,4,3.0,140.0,270.0,2.0,12274096,Hobbins Vitacura
694005000,19500,864265,LoBarnechea,CaminoLasHualtatas/PieAndino,5,4.0,205.0,480.0,2.0,12272845,Viel la Dehesa SPA
565881000,15900,704709,Vitacura,GerónimodeAlderete-WalterScott,4,2.0,145.0,289.0,,12272814,Viel la Dehesa SPA
675854100,18990,841661,LoBarnechea,Basel/PieAndino,5,4.0,176.0,469.0,2.0,12272694,Viel la Dehesa SPA
1562401000,43900,1945705,LoBarnechea,SantuarioelValle/LosTrapenses,5,4.0,404.0,906.0,,12272630,Viel la Dehesa SPA
230000000,6462,286426,Recoleta,FranciscoSilvaesquinaRicardoLemus,3,2.0,180.0,254.0,2.0,6433832,Unne
135000000,3793,168120,LaFlorida,MetroSanJosedelaEStrella/VicuñaMackena,3,2.0,104.0,166.0,,7676377,Jaime Moris Propiedades (Providencia)
1600482300,44970,1993129,LoBarnechea,LosNogales,8,8.0,660.0,1294.0,8.0,12272003,Viel la Dehesa SPA
1064141000,29900,1325207,LasCondes,Lavándulas/PiedraRoja,7,5.0,343.0,1112.0,,12271914,Viel la Dehesa SPA
1939655000,54500,2415511,LoBarnechea,ClubdeLomasdelaDehesa,7,7.0,467.0,1301.0,6.0,12271872,Viel la Dehesa SPA
1323948000,37200,1648752,LoBarnechea,BernardoLarraín/PedroLiraU.,3,3.0,428.0,1800.0,6.0,12271804,Viel la Dehesa SPA
1630022000,45800,2029915,LoBarnechea,Ginogirandi/elhuinganal,5,4.0,367.0,1710.0,,12270749,Viel la Dehesa SPA
1099731000,30900,1369528,LoBarnechea,PuntadeÁguila/GolfdeManquehue,5,7.0,330.0,970.0,3.0,12270702,Viel la Dehesa SPA
889750000,25000,1108032,LoBarnechea,Shoppingdeladehesa/huinganalbajo,7,4.0,327.0,950.0,5.0,12270536,Viel la Dehesa SPA
90000000,2529,112080,Conchalí,Av.Zapadores/av.Elguanaco,3,1.0,97.0,120.0,,9173370,Jaime Moris Propiedades (Providencia)
597912000,16800,744598,LaReina,PCVentadecasaenLaReinaAlta,5,3.0,225.0,486.0,3.0,12270030,Nieto & Stone Propiedades
2128282000,59800,2650413,LoBarnechea,DFLindaCasaArquitectoMardónes,6,6.0,614.0,1644.0,5.0,12269790,Nieto & Stone Propiedades
1565960000,44000,1950137,LoBarnechea,DFmodernacasamediterránea,7,8.0,560.0,1300.0,8.0,12269517,Nieto & Stone Propiedades
836365000,23500,1041550,LoBarnechea,DFlindacasamediterráneacondominiolosBravos,5,5.0,260.0,694.0,2.0,12269407,Nieto & Stone Propiedades
2704840000,76000,3368418,LoBarnechea,DFCasamediterránea,5,5.0,800.0,1800.0,,12269278,Nieto & Stone Propiedades
57000000,1602,70984,Lampa,VillaLosRobles,4,2.0,57.0,79.0,2.0,12268964,Grupo Premium Propiedades Santiago
135000000,3793,168120,Renca,Elmontijo,3,3.0,83.0,120.0,3.0,12268936,Grupo Premium Propiedades Santiago
708241000,19900,881994,Pirque,loteosanvicente,5,4.0,,,,12268894,Grupo Premium Propiedades Santiago
399000000,11211,496887,Pirque,CondominioValledelPrincipal,5,4.0,298.0,5010.0,,12268865,Grupo Premium Propiedades Santiago
98014860,2754,122061,PuenteAlto,accesosurconeysaguirre,4,1.0,,,,12268847,Grupo Premium Propiedades Santiago
160000000,4496,199253,Macul,RodrigodeAraya,5,,150.0,171.0,,12268434,Grupo Premium Propiedades Santiago
533494100,14990,664376,LasCondes,Leon,4,2.0,160.0,200.0,,12268367,Grupo Premium Propiedades Santiago
553424500,15550,689196,Ñuñoa,AlcaldeEduardoCastillo/SantaJulia,6,4.0,242.0,443.0,4.0,12268338,Viel Propiedades dos Ltda.
460890500,12950,573961,LasCondes,ZanzibarPoniente/Apoquindo,4,2.0,135.0,319.0,2.0,12268308,Viel Propiedades dos Ltda.
423521000,11900,527423,Vitacura,Oportunidad!!lashualtatas/sacramento,4,3.0,140.0,303.0,2.0,12268290,Viel Propiedades dos Ltda.
960930000,27000,1196675,LaReina,CarlosSilvaVildósola/JuliaBernstein,5,5.0,297.0,780.0,6.0,12268241,Viel Propiedades dos Ltda.
1281240000,36000,1595567,Vitacura,MoseñorEscribadeBalguer/ClubdePolo,7,5.0,360.0,578.0,2.0,12268218,Viel Propiedades dos Ltda.
676210000,19000,842105,LoBarnechea,Av.LaDehesa,6,5.0,250.0,464.0,2.0,12268189,Viel Propiedades dos Ltda.
498260000,14000,620498,Vitacura,AlejandroSerani/Lallavería,5,3.0,170.0,210.0,2.0,12268169,Viel Propiedades dos Ltda.
871955000,24500,1085872,LoBarnechea,Golflaslomasladehesa/av.Ladehesaoportunidad!!,4,3.0,300.0,1220.0,3.0,12268146,Viel Propiedades dos Ltda.
701123000,19700,873130,LoBarnechea,CalleParque/Av.LaDehesa,5,5.0,215.0,611.0,3.0,12268123,Viel Propiedades dos Ltda.
925340000,26000,1152354,Providencia,AvPocuro/Av.Tobalaba,6,5.0,294.0,551.0,3.0,12268100,Viel Propiedades dos Ltda.
711800000,20000,886426,LoBarnechea,Av.PieAndino/Basel,5,5.0,200.0,539.0,2.0,12268051,Viel Propiedades dos Ltda.
494701000,13900,616066,Colina,Condominio!Av.Chamisero/LaHondonada,5,5.0,166.0,619.0,2.0,12267973,Viel Propiedades dos Ltda.
729595000,20500,908587,LoBarnechea,Av.PaseoPieAndino/Basel,5,6.0,227.0,532.0,2.0,12267943,Viel Propiedades dos Ltda.
491142000,13800,611634,LoBarnechea,Condominioav.Ladehesa/lacienaga,5,5.0,180.0,216.0,2.0,12267920,Viel Propiedades dos Ltda.
533850000,15000,664819,LoBarnechea,Av.Ladehesa/laciénaga,6,5.0,162.0,216.0,2.0,12267894,Viel Propiedades dos Ltda.
779421000,21900,970636,Vitacura,JoaquínCerda/Espoz,4,3.0,140.0,420.0,2.0,12267127,Lyon y Balmaceda Ltda.
996520000,28000,1240996,Vitacura,LaCumbre/CaminoelMinero,6,5.0,344.0,1050.0,4.0,12267096,Lyon y Balmaceda Ltda.
711800000,20000,886426,LasCondes,LuisMatteLarraín,6,4.0,210.0,480.0,2.0,12266965,Lyon y Balmaceda Ltda.
1042787000,29300,1298614,Providencia,Av.HernandodeAguirre/LuisThayerOjeda,5,4.0,425.0,506.0,,12266759,Lyon y Balmaceda Ltda.
921781000,25900,1147922,LasCondes,LasCondes/FrayMartín,5,5.0,266.0,836.0,3.0,12266689,Lyon y Balmaceda Ltda.
1067700000,30000,1329639,LasCondes,Avda.Quinchamalí/Lascondes,5,5.0,433.0,1127.0,4.0,12266629,Lyon y Balmaceda Ltda.
2669250000,75000,3324097,LoBarnechea,Sectorlosnogalesfm,6,7.0,735.0,2502.0,4.0,12264898,Hobbins Vitacura
1049905000,29500,1307478,LoBarnechea,CaminoLasErmitas/GolfdeManquehue,6,4.0,415.0,1261.0,4.0,12264856,Hobbins Vitacura
500000000,14049,622665,Providencia,AntoniaLópezdeBello/Providencia,6,4.0,325.0,125.0,1.0,12263840,Schumacher Propiedades
140000000,3934,174346,SanJoaquín,CarmenMena/PintorMurillo,4,2.0,90.0,198.0,2.0,12263209,Schumacher Propiedades
560000000,15735,697385,EstaciónCentral,CarlotaCarrasco/Av.BernardoO’Higgins,6,3.0,484.0,437.0,4.0,12262709,Schumacher Propiedades
782980000,22000,975068,LoBarnechea,ComandanteMalvec/LoBarnechea,3,2.0,168.0,1246.0,4.0,12262590,Schumacher Propiedades
327428000,9200,407756,LaFlorida,RojasMagallanes/LasPerdices,4,2.0,115.0,307.0,2.0,12262554,Schumacher Propiedades
853448200,23980,1062825,LasCondes,ColegioWenlock,4,5.0,280.0,515.0,2.0,12262475,Schumacher Propiedades
280000000,7867,348692,LaFlorida,Araucanía/Raihuén,4,2.0,139.0,199.0,2.0,12261682,Schumacher Propiedades
160155000,4500,199446,PuenteAlto,MetroEloisaCorrea,4,3.0,96.0,148.0,1.0,12261504,Schumacher Propiedades
302515000,8500,376731,Ñuñoa,MetroSimónBolívar,3,3.0,93.0,121.0,,12260947,Schumacher Propiedades
85416000,2400,106371,Colina,LasAraucarias,2,1.0,52.0,91.0,,9956907,Urbalia
391134100,10990,487091,LaFlorida,RojasMagallanes/LasPerdices,5,3.0,155.0,299.0,4.0,12260682,Schumacher Propiedades
177950000,5000,221606,LaFlorida,Paicaví,3,3.0,90.0,100.0,1.0,12260485,Schumacher Propiedades
758067000,21300,944044,Providencia,JorgeMatteGormaz/DiegodeAlmagro,5,4.0,248.0,470.0,,12259937,Schumacher Propiedades
320310000,9000,398892,LaFlorida,SantaAmalia/VicucñaMackenna,4,2.0,120.0,288.0,3.0,12259895,Schumacher Propiedades
170000000,4777,211706,LaFlorida,Libertad/SalvadorSanFuentes/27V.M,4,2.0,127.0,370.0,3.0,12259606,Schumacher Propiedades
533850000,15000,664819,Providencia,EliecerParada/JorgeMatte,4,2.0,135.0,356.0,3.0,12259305,Schumacher Propiedades
260000000,7305,323786,Maipú,JuanSebastian/Pajarito,4,2.0,160.0,260.0,2.0,12259134,Schumacher Propiedades
183288500,5150,228255,Maipú,AvJoséLuisInfanteconLagodeLugano,3,3.0,90.0,180.0,2.0,12258915,Schumacher Propiedades
218000000,6125,271482,Recoleta,Vera,4,2.0,200.0,260.0,,12258889,Schumacher Propiedades
263366000,7400,327978,Peñalolén,PaseoPoniente,4,2.0,110.0,278.0,2.0,12258516,Schumacher Propiedades
390000000,10958,485679,Ñuñoa,LaVerbena,3,2.0,132.0,216.0,,12258487,Schumacher Propiedades
273687100,7690,340831,LaReina,DragonesdeLaReina,3,2.0,87.0,158.0,2.0,12257753,Schumacher Propiedades
516055000,14500,642659,LaReina,PadreHurtado,5,3.0,163.0,497.0,3.0,12257702,Schumacher Propiedades
185000000,5198,230386,Santiago,MapochoconCueto,5,1.0,110.0,156.0,,12257570,Schumacher Propiedades
448434000,12600,558448,Ñuñoa,CrescenteErrázuriz/CarmenCovarrubias,5,3.0,167.0,228.0,4.0,12257543,Schumacher Propiedades
310000000,8710,386052,Peñalolén,DepartamentalconAvdaLasPerdices,4,3.0,189.0,200.0,3.0,12257450,Schumacher Propiedades
228000000,6406,283935,SanMiguel,GranAvenida/LoOvalle,3,2.0,125.0,300.0,3.0,12256978,Schumacher Propiedades
205000000,5760,255293,SanMiguel,SanMauricio,5,3.0,163.0,175.0,3.0,12256837,Schumacher Propiedades
960930000,27000,1196675,Providencia,ColegioSanIgnacio,4,3.0,300.0,380.0,3.0,12256792,Schumacher Propiedades
380813000,10700,474238,LasCondes,GeneralBlanche/MetroLosDomínicos,4,2.0,105.0,220.0,2.0,12256775,Schumacher Propiedades
256248000,7200,319113,Macul,EscuelaAgrícola/VicuñaMackenna,7,2.0,112.0,190.0,,12256668,Schumacher Propiedades
316751000,8900,394460,LaReina,SimónBolívar,5,2.0,103.0,216.0,,12256555,Schumacher Propiedades
480465000,13500,598337,IsladeMaipo,CaminoCarampangue,4,3.0,350.0,5000.0,4.0,12255710,Schumacher Propiedades
151257500,4250,188366,EstaciónCentral,EstaciónCentral,5,3.0,115.0,155.0,3.0,12255685,Schumacher Propiedades
2016956480,56672,2511776,LaReina,OnofreJarpa/LaReinaAlta,4,4.0,228.0,4928.0,5.0,12255508,Schumacher Propiedades
605030000,17000,753462,Buin,CaminoPadreHurtadoconAv.VirginiaSubercaseaux,6,4.0,330.0,5000.0,,12255272,Schumacher Propiedades
233114500,6550,290304,Santiago,SantiagoconSanIgnaciodeLoyola,4,3.0,202.0,332.0,,12255162,Schumacher Propiedades
1245650000,35000,1551245,LoBarnechea,ContralmiranteFernándezVial/SantaBlanca,7,6.0,670.0,2150.0,8.0,12255080,Schumacher Propiedades
504666200,14180,628476,LasCondes,Bocaccio/PadreHurtado,4,2.0,102.0,210.0,1.0,12253970,Schumacher Propiedades
389710500,10950,485318,LasCondes,TongoyconPozoalMonte,5,2.0,124.0,320.0,,12253895,Schumacher Propiedades
569440000,16000,709141,LasCondes,MetroHernándodeMagallanes,7,1.0,158.0,577.0,,12253461,Schumacher Propiedades
231335000,6500,288088,Peñalolén,Antupirencon10Oriente,3,2.0,130.0,200.0,2.0,12253446,Schumacher Propiedades
1316830000,37000,1639888,LoBarnechea,ElArrayán,7,7.0,350.0,3500.0,6.0,12253356,Schumacher Propiedades
491142000,13800,611634,Vitacura,ColegioManquehue,5,3.0,140.0,200.0,2.0,12253141,Schumacher Propiedades
130000000,3653,161893,Huechuraba,Villalibertadores,5,2.0,75.0,144.0,1.0,12253113,Schumacher Propiedades
82000000,2304,102117,PuenteAlto,ElLabrador/NemesioVicuña,2,1.0,38.0,124.0,1.0,12252862,Schumacher Propiedades
170000000,4777,211706,Quilicura,ManuelAntonioMatta/Av.LoCruzat,3,1.0,87.0,350.0,1.0,12252815,Schumacher Propiedades
270484000,7600,336842,Peñalolén,JardinesdeVespucio,4,3.0,147.0,176.0,3.0,12252522,Schumacher Propiedades
740272000,20800,921883,LaReina,PlazaOssandón,6,5.0,270.0,573.0,4.0,12252483,Schumacher Propiedades
420000000,11801,523039,Santiago,SanFrancisco,6,2.0,180.0,360.0,,12251935,Schumacher Propiedades
470000000,13206,585305,Tiltil,LasBateas,4,4.0,290.0,75000.0,,12251617,Schumacher Propiedades
854160000,24000,1063711,LaReina,Loreley,5,4.0,240.0,600.0,7.0,12250659,Schumacher Propiedades
175000000,4917,217933,Maipú,CiudadSatélite,4,3.0,119.0,300.0,,12250377,Schumacher Propiedades
77000000,2164,95890,PuenteAlto,Notatocoo,4,2.0,75.0,112.0,,12250332,Schumacher Propiedades
160000000,4496,199253,ElBosque,GranAvenida,3,1.0,54.0,418.0,,12250266,Schumacher Propiedades
229911400,6460,286316,Santiago,GeneralGana,3,2.0,200.0,340.0,,12249945,Schumacher Propiedades
55000000,1545,68493,Colina,EduardoAnguita,2,2.0,59.0,67.0,1.0,6733893,Patricio Gajardo propiedades
503954400,14160,627590,Santiago,Cuevas/RogelioUgarte,1,1.0,708.0,708.0,,12249741,Schumacher Propiedades
213540000,6000,265928,Huechuraba,PedroFontova,3,3.0,110.0,200.0,2.0,12249641,Schumacher Propiedades
551645000,15500,686980,LasCondes,SanCarlosdeApoquindo,6,5.0,170.0,290.0,,12249153,Agustín Fuenzalida Propiedades
546306500,15350,680332,LasCondes,FranciscodeAsís,4,4.0,181.0,252.0,2.0,12249107,Agustín Fuenzalida Propiedades
882632000,24800,1099168,LasCondes,MiradordelosDomínicos,5,5.0,270.0,820.0,5.0,12249037,Agustín Fuenzalida Propiedades
797216000,22400,992797,LasCondes,FranciscoBulnesCorrea-CarlosPeñaOtaegui,6,4.0,190.0,398.0,2.0,12248979,Agustín Fuenzalida Propiedades
996164100,27990,1240553,LasCondes,PiedraRoja,5,4.0,259.0,633.0,4.0,12248881,Agustín Fuenzalida Propiedades
1103290000,31000,1373960,LasCondes,Elalba,5,5.0,400.0,1000.0,4.0,12248780,Agustín Fuenzalida Propiedades
1245650000,35000,1551245,LasCondes,CaminoelAlba,3,3.0,200.0,501.0,,12248690,Agustín Fuenzalida Propiedades
1242091000,34900,1546813,LasCondes,SanfFanciscodeAsis,4,5.0,330.0,600.0,4.0,12248658,Agustín Fuenzalida Propiedades
1032110000,29000,1285318,LasCondes,Lavandulas,4,4.0,260.0,1154.0,3.0,12248556,Agustín Fuenzalida Propiedades
1032110000,29000,1285318,LoBarnechea,Josealcaldedelano,4,4.0,360.0,1000.0,6.0,12248493,Agustín Fuenzalida Propiedades
1388010000,39000,1728531,LoBarnechea,Eltranque/SantaBlanca,5,4.0,470.0,980.0,7.0,12248465,Agustín Fuenzalida Propiedades
686887000,19300,855401,LasCondes,Luismattelarraín-sectorlosdominicos,4,3.0,168.0,630.0,,12247872,Movahome Corredores Integrados
971607000,27300,1209971,LoBarnechea,ContralmiranteFdzVial/SanRafael,5,4.0,228.0,837.0,2.0,12247524,Viel la Dehesa SPA
921781000,25900,1147922,LasCondes,PresidenteErrázuriz,5,3.0,261.0,300.0,,12247500,Viel la Dehesa SPA
1242091000,34900,1546813,LasCondes,Sandamián,6,6.0,443.0,943.0,4.0,12247464,Viel la Dehesa SPA
658059100,18490,819501,LoBarnechea,ParquedelSol/CaminolaLaguna,4,4.0,235.0,502.0,3.0,12247055,Welink Propiedades SpA
1024992000,28800,1276453,LoBarnechea,GolfdeManquehue/Montecarmelo,4,4.0,363.0,1200.0,5.0,12246939,Welink Propiedades SpA
864837000,24300,1077007,LoBarnechea,GolfdeManquehue/CaminoLaHuerta,5,5.0,374.0,1126.0,10.0,12246922,Welink Propiedades SpA
395049000,11100,491966,LoBarnechea,CaminoaFarellones,4,3.0,136.0,110.0,2.0,12246819,Nieto & Stone Propiedades
180000000,5058,224159,Peñalolén,ElLago6027,7,3.0,114.0,162.0,1.0,12246195,
1156710590,32501,1440486,LoBarnechea,ProyectoPraderasLaDehesa-Huinganal,4,4.0,295.0,631.0,,12246250,OSSANDON CORREDORES ASOCIADOS S.A.
1033747140,29046,1287356,LoBarnechea,ProyectoPraderasLaDehesa-Huinganal,3,3.0,254.0,529.0,3.0,12246237,OSSANDON CORREDORES ASOCIADOS S.A.
764829100,21490,952465,LasCondes,Pdte.Errázuriz-SanCrescente,4,3.0,172.0,374.0,3.0,12246148,Nexxos
832806000,23400,1037118,LoBarnechea,SantaBlanca/Capellania,4,1.0,180.0,685.0,,12245118,Viel Propiedades dos Ltda.
2117605000,59500,2637117,Vitacura,SantaMaríadeManquehue,5,5.0,494.0,1839.0,,12245097,Viel Propiedades dos Ltda.
2028630000,57000,2526314,Vitacura,AlonsodeCórdova/A.Vespucio,1,2.0,250.0,512.0,,12245062,Viel Propiedades dos Ltda.
697208100,19590,868254,LoBarnechea,Av.Pieandino/av.Ladehesa,5,4.0,214.0,614.0,2.0,12244459,Viel Propiedades dos Ltda.
765185000,21500,952908,LoBarnechea,ValleLaDehesa/PieAndino,6,4.0,205.0,491.0,2.0,12244429,Viel Propiedades dos Ltda.
1167352000,32800,1453738,LoBarnechea,ManquehueOriente,5,4.0,310.0,735.0,4.0,12244331,Viel Propiedades dos Ltda.
533850000,15000,664819,LoBarnechea,ValleLaDehesa/colegioHuinganal,5,3.0,150.0,320.0,2.0,12244304,Viel Propiedades dos Ltda.
1348505100,37890,1679334,Vitacura,Oportunidad!locurro,5,4.0,253.0,2900.0,8.0,12244192,Viel Propiedades dos Ltda.
775862000,21800,966204,LoBarnechea,Colegiomayflower/caminodelsol,3,3.0,245.0,465.0,,12244073,Viel Propiedades dos Ltda.
169999990,4777,211706,PuenteAlto,AvSanCarlosc/AvTobalaba,3,3.0,97.0,137.0,1.0,12243649,Unne
352341000,9900,438781,LaReina,AvTobalabaconAvLarrainMetroFernandoCastilloVelasco,3,2.0,92.0,420.0,5.0,12243612,Unne
1138880000,32000,1418281,LoBarnechea,CondominioLosMonjes-LosTrapenses,5,4.0,274.0,731.0,,12242339,Viel la Dehesa SPA
1206501000,33900,1502492,LoBarnechea,GolfdeManquehue,5,4.0,330.0,753.0,3.0,12242279,Viel la Dehesa SPA
633502000,17800,788919,LoBarnechea,Elmolino,5,4.0,157.0,328.0,,12242262,Viel la Dehesa SPA
1135321000,31900,1413849,LoBarnechea,CondominioLosMonjes-LosTrapenses,5,5.0,273.0,731.0,3.0,12242237,Viel la Dehesa SPA
562322000,15800,700276,Vitacura,Vitacura/AlonsodeCórdova,5,4.0,140.0,150.0,4.0,12242177,Viel la Dehesa SPA
1921860000,54000,2393350,LoBarnechea,PuntadeAguila/CaminoReal,5,3.0,450.0,1479.0,2.0,12242139,Viel la Dehesa SPA
601471000,16900,749030,Colina,Av.JoséRabat,5,5.0,175.0,510.0,2.0,12242092,Vidal Riedel Propiedades - Las Condes.
373695000,10500,465374,LaReina,JoséOrtegayGasset,4,3.0,175.0,318.0,,12242069,Vidal Riedel Propiedades - Las Condes.
373695000,10500,465374,Ñuñoa,UniónLiteraria,3,2.0,133.0,261.0,,12241848,Vidal Riedel Propiedades - Las Condes.
373339100,10490,464930,Ñuñoa,SantaJulia,5,3.0,127.0,176.0,,12241492,Vidal Riedel Propiedades - Las Condes.
960930000,27000,1196675,LasCondes,VitalApoquindo,5,3.0,243.0,980.0,,12241340,Vidal Riedel Propiedades - Las Condes.
170000000,4777,211706,Santiago,AgustinEdwards,3,2.0,129.0,163.0,,12241271,Vidal Riedel Propiedades - Las Condes.
818570000,23000,1019390,LaReina,CarlosSilvaVildósola,4,2.0,230.0,1000.0,,12241191,Vidal Riedel Propiedades - Las Condes.
640620000,18000,797783,Peñaflor,cercanoaAutopistadelSol,5,4.0,787.0,5000.0,10.0,12241157,Vidal Riedel Propiedades - Las Condes.
311412500,8750,387811,Peñalolén,Consistorial/QuebradadeMacul,4,3.0,110.0,300.0,2.0,12240087,Mauricio Pino Propiedades
765185000,21500,952908,LaReina,EscultoraRebecaMatte,4,3.0,145.0,803.0,5.0,12240029,Unne
622825000,17500,775623,LoBarnechea,Pieandino,5,4.0,211.0,300.0,2.0,12239937,Viel la Dehesa SPA
1128203000,31700,1404985,LoBarnechea,Av.Ladehesa/caminoelhuinganal,5,4.0,295.0,707.0,3.0,12239928,Viel la Dehesa SPA
1352420000,38000,1684209,LoBarnechea,Parquegolf/golfdemanquehue,6,4.0,392.0,961.0,3.0,12239894,Viel la Dehesa SPA
1832885000,51500,2282547,LoBarnechea,Condominiogranvista,7,5.0,653.0,1381.0,3.0,12239788,Viel la Dehesa SPA
1138880000,32000,1418281,LoBarnechea,Condominiolomasdeladehesa,5,4.0,271.0,1100.0,,12239315,Viel la Dehesa SPA
701123000,19700,873130,LasCondes,Ivcentenario-arq.Ictinos,5,3.0,160.0,684.0,5.0,12239301,Viel la Dehesa SPA
423165100,11890,526980,Vitacura,Lastranqueras/vitacura,3,3.0,90.0,178.0,1.0,12239291,Viel la Dehesa SPA
1775941000,49900,2211633,Vitacura,Parqueantoniorabat/lavendimia,6,6.0,450.0,1002.0,5.0,12239260,Viel la Dehesa SPA
1174470000,33000,1462603,LoBarnechea,Nueva,4,4.0,334.0,795.0,,12239225,Viel la Dehesa SPA
1316830000,37000,1639888,LoBarnechea,Nueva,4,4.0,333.0,811.0,5.0,12239190,Viel la Dehesa SPA
1423600000,40000,1772852,LoBarnechea,Nueva,4,4.0,335.0,809.0,5.0,12239155,Viel la Dehesa SPA
1637140000,46000,2038780,LoBarnechea,Bernardolarrain-loshalcones,6,4.0,520.0,1820.0,3.0,12239125,Viel la Dehesa SPA
1388010000,39000,1728531,LoBarnechea,Parquegolf-lashualtatas,6,4.0,375.0,900.0,3.0,12239038,Viel la Dehesa SPA
1245650000,35000,1551245,LoBarnechea,Clubdegolflomasdeladehesa,6,4.0,448.0,1428.0,,12238976,Viel la Dehesa SPA
1850680000,52000,2304707,LoBarnechea,Caminodelsol-elmaillin,8,7.0,908.0,4844.0,6.0,12238851,Viel la Dehesa SPA
533850000,15000,664819,LoBarnechea,Elrodeo-lobarnechea,6,3.0,178.0,321.0,,12238833,Viel la Dehesa SPA
665533000,18700,828808,Colina,Lopinto/stamartadeliray,4,4.0,540.0,3500.0,,12238121,Lyon y Balmaceda Ltda.
110329000,3100,137396,PuenteAlto,DelCaribe/AvConchayToro/ElPenon/ConchayToroPar321/2,3,2.0,75.0,139.0,,6911300,Jaime Moris Propiedades (Providencia)
1057023000,29700,1316342,LoBarnechea,Golfdemanquehue/caminolashualtatas,6,5.0,295.0,858.0,,12238027,Lyon y Balmaceda Ltda.
674430500,18950,839889,Vitacura,Alonsodecordova/elciruelillo,6,3.0,210.0,400.0,3.0,12237958,Lyon y Balmaceda Ltda.
476906000,13400,593905,Peñalolén,LagunadelLajaOriente,4,3.0,160.0,410.0,2.0,8262589,Easyprop
80000000,2248,99626,Santiago,Nocedal,2,1.0,56.0,92.0,1.0,12236156,
1174470000,33000,1462603,LoBarnechea,Oportunidad//LasPataguas//LaDehesa,5,7.0,650.0,1600.0,8.0,11692312,Unne
300735500,8450,374515,LaFlorida,laflorida,3,3.0,136.0,200.0,,8385161,Unne
889750000,25000,1108032,Vitacura,AlonsodeCórdova/ElCoigue,5,4.0,236.0,477.0,1.0,12234305,Lyon y Balmaceda Ltda.
640620000,18000,797783,Vitacura,NuevaCostanera/AntoniodePastrana,5,4.0,146.0,178.0,1.0,12234280,Lyon y Balmaceda Ltda.
992249200,27880,1235678,LoBarnechea,Oportunidad//Nueva//EnLaDehesa,5,5.0,265.0,720.0,3.0,10240588,Unne
2099454100,58990,2614513,Colina,Maravillosacasamediterraneacondomiiolasbrisas,5,5.0,583.0,3700.0,4.0,12234175,Lyon y Balmaceda Ltda.
942779100,26490,1174071,LoBarnechea,Preciosacasaapasosdelportalladehesa,5,4.0,306.0,1020.0,2.0,12234118,Lyon y Balmaceda Ltda.
1138880000,32000,1418281,LoBarnechea,Lindayfinacasa/huinganal/caminocolonial,5,6.0,417.0,1323.0,6.0,12234017,Lyon y Balmaceda Ltda.
1672374100,46990,2082658,Vitacura,Maravillosacasamediterranealuispasteur/manquehuenorte,5,4.0,400.0,1059.0,4.0,12233849,Lyon y Balmaceda Ltda.
1156319100,32490,1439999,LasCondes,Estupendacasageneralblanche/mirasol,5,4.0,360.0,1700.0,,12233817,Lyon y Balmaceda Ltda.
1779500000,50000,2216065,Vitacura,Lindacasamediterranealacumbre/lavendimia,4,3.0,600.0,2000.0,,12233703,Lyon y Balmaceda Ltda.
854160000,24000,1063711,LoBarnechea,Excentecasacaminocentral/av.Ladehesa,5,3.0,228.0,668.0,3.0,12233685,Lyon y Balmaceda Ltda.
